Student_ID,Role,Frontend_Correct,Frontend_Total,CN_Correct,CN_Total,OS_Correct,Final_Score,OS_Total,DSA_Correct,DSA_Total,Avg_Difficulty,Final_Score,Decision
S53,Frontend,1,2,2,2,0,2,1,2,3.0,52.5,Waitlist
S54,Frontend,1,2,0,2,1,2,0,2,1.87,27.5,Reject
S55,Frontend,2,2,1,2,2,2,0,2,2.69,65.0,Waitlist
S56,Frontend,2,2,1,2,0,2,1,2,1.69,62.5,Waitlist
S57,Frontend,0,2,0,2,2,2,2,2,1.67,40.0,Reject
S58,Frontend,2,2,1,2,0,2,2,2,1.68,75.0,Shortlist
S59,Frontend,1,2,1,2,0,2,0,2,2.89,30.0,Reject
S60,Frontend,1,2,2,2,1,2,1,2,1.68,60.0,Waitlist
S61,Frontend,2,2,0,2,0,2,0,2,2.18,40.0,Reject
S62,Frontend,0,2,1,2,1,2,1,2,2.65,30.0,Reject
S63,Frontend,0,2,0,2,1,2,0,2,2.89,7.5,Reject
S64,Frontend,0,2,2,2,1,2,2,2,2.89,52.5,Waitlist
S65,Frontend,2,2,1,2,2,2,1,2,2.58,77.5,Shortlist
S66,Frontend,2,2,1,2,0,2,2,2,2.62,75.0,Shortlist
S67,Frontend,2,2,2,2,1,2,0,2,1.6,67.5,Waitlist
S68,Frontend,0,2,1,2,0,2,1,2,2.92,22.5,Reject
S69,Frontend,1,2,2,2,0,2,2,2,2.38,65.0,Waitlist
S70,Frontend,1,2,1,2,0,2,0,2,1.68,30.0,Reject
S71,Frontend,2,2,1,2,1,2,1,2,2.28,70.0,Shortlist
S72,Frontend,1,2,2,2,2,2,2,2,2.97,80.0,Shortlist
S73,Frontend,0,2,2,2,0,2,2,2,2.24,45.0,Reject
S74,Frontend,0,2,0,2,0,2,0,2,2.06,0.0,Reject
S75,Frontend,2,2,0,2,1,2,2,2,2.97,72.5,Shortlist
S76,Frontend,1,2,1,2,1,2,2,2,2.09,62.5,Waitlist
S77,Frontend,1,2,2,2,1,2,0,2,2.3,47.5,Reject
S78,Frontend,2,2,2,2,0,2,2,2,2.2,85.0,Shortlist
S79,Frontend,1,2,1,2,2,2,2,2,1.83,70.0,Shortlist
S80,Frontend,0,2,0,2,1,2,0,2,1.65,7.5,Reject
S81,Frontend,1,2,0,2,2,2,1,2,1.68,47.5,Reject
S82,Frontend,2,2,0,2,0,2,1,2,1.66,52.5,Waitlist
S83,Frontend,1,2,2,2,2,2,0,2,2.16,55.0,Waitlist
S84,Frontend,0,2,1,2,2,2,1,2,2.4,37.5,Reject
S85,Frontend,0,2,2,2,0,2,0,2,2.43,20.0,Reject
S86,Frontend,1,2,0,2,1,2,0,2,2.91,27.5,Reject
S87,Frontend,0,2,0,2,0,2,0,2,2.68,0.0,Reject
S88,Frontend,2,2,1,2,0,2,2,2,2.5,75.0,Shortlist
S89,Frontend,0,2,1,2,1,2,2,2,2.63,42.5,Reject
S90,Frontend,0,2,1,2,0,2,0,2,2.11,10.0,Reject
S91,Frontend,2,2,2,2,1,2,1,2,2.24,80.0,Shortlist
S92,Frontend,2,2,0,2,1,2,1,2,2.37,60.0,Waitlist
S93,Frontend,2,2,1,2,1,2,0,2,2.32,57.5,Waitlist
S94,Frontend,0,2,0,2,2,2,2,2,2.56,40.0,Reject
S95,Frontend,2,2,2,2,2,2,0,2,2.36,75.0,Shortlist
S96,Frontend,2,2,0,2,2,2,0,2,2.06,55.0,Waitlist
S97,Frontend,2,2,2,2,0,2,0,2,2.08,60.0,Waitlist
S98,Frontend,0,2,2,2,2,2,1,2,2.97,47.5,Reject
S99,Frontend,0,2,2,2,0,2,0,2,2.25,20.0,Reject
S100,Frontend,0,2,2,2,1,2,0,2,2.41,27.5,Reject
